time,ethanol,acetaldehyde,formaldehyde,CO,CO2
0.0,1.0109414236535013,0.005494086932404933,0.009944136011122125,0.006452126416400218,0.006133290911727733
0.05025125628140704,0.9284120860027179,0.035243352230898875,0.0072809382099614205,-0.014927634719577853,-0.0006170194268581107
0.10050251256281408,0.9063138967226411,0.10535750850683545,0.021033230121836947,-0.0001002243734611534,-0.017464157190060208
0.15075376884422112,0.8211856967453669,0.14168738471985415,0.01687240219079582,0.01645376434829465,-0.023747160437154045
0.20100502512562815,0.7860298017782557,0.20087925486764913,-0.018656878915062434,0.005457242126999182,6.354283469953904e-05
0.2512562814070352,0.7515940317745262,0.2219819250150054,0.020218012893981473,-0.01619790284916406,0.009468413259436988
0.30150753768844224,0.6995877000859844,0.261651671843525,0.01924596760045947,0.006985255384740908,-0.012164929010037684
0.35175879396984927,0.6554600029633981,0.2975492025050239,0.04975795870437132,0.0025162333659952507,0.013325933330340652
0.4020100502512563,0.6169381289691168,0.31029028682063525,0.0519064344535228,-0.0013892364427121953,-0.014764165756769282
0.45226130653266333,0.5874218796428374,0.35361308402663605,0.07291757804832939,0.005787705872065155,0.005816204797919427
0.5025125628140704,0.5532281798913693,0.36635121322309794,0.07090289199975966,0.009780705226389363,0.01223139294638037
0.5527638190954774,0.5235464494397702,0.39465212876733846,0.08883257783885387,0.0008859599436676462,-0.017386691089265403
0.6030150753768845,0.46932365259635966,0.398255501987473,0.10925159776999065,-0.0005777714139591078,-0.004586411258838738
0.6532663316582915,0.45821162911227625,0.41335102468457763,0.11624673537213547,0.004470916948507656,-0.0037770028631893093
0.7035175879396985,0.4211398230070785,0.41824688033196694,0.13956900671724,0.03017513841737022,0.0005003079638795573
0.7537688442211056,0.39773734235751557,0.43420700165568393,0.14583836762454688,0.011354814122654006,-0.01933727689383127
0.8040201005025126,0.3758327410586414,0.42847235083298435,0.15549394085592,0.01351583821920556,-0.000180604265679692
0.8542713567839196,0.3549123429366559,0.4428115313292028,0.1730718866095117,0.030805528025492704,-0.00249282861696135
0.9045226130653267,0.321969498369542,0.4275674136344319,0.17949523636066117,0.03212636161324619,0.031099933038154344
0.9547738693467337,0.33263510668440394,0.46082232231822745,0.2074267174780525,0.02189130690811937,0.011570426900609023
1.0050251256281408,0.30763934575736657,0.4331716581956771,0.20571303043127145,0.027490338852201576,0.015860557055164363
1.0552763819095479,0.27342395071645686,0.43537207150885954,0.21975147586115082,0.0438787501903903,-0.0006891382724971079
1.105527638190955,0.2662610249100319,0.45268806407543494,0.2326032907902725,0.05022265877156514,0.0011426790129598196
1.155778894472362,0.24104720632513754,0.44518307661441603,0.2572431860834467,0.062491809173293125,-0.008790160817362062
1.206030150753769,0.243794766020633,0.424151600593191,0.25767061322068524,0.07070778991275971,0.012559819943033158
1.256281407035176,0.216815654586307,0.429734864518156,0.26054287830507206,0.06374790572393427,0.0005479338391213952
1.306532663316583,0.2036030739951682,0.4414270849393113,0.2711601040004146,0.08502159449553874,-0.0007872893036419189
1.35678391959799,0.18979655934844075,0.42117601053811715,0.28141943968693783,0.06891867846164922,0.005611035544914858
1.407035175879397,0.1859406275754849,0.42441557996597495,0.30987703594018123,0.08092924351677529,0.012732151801389145
1.4572864321608041,0.1706452841749851,0.41002230747946006,0.3010449478760133,0.09794406174559377,0.028442793363145258
1.5075376884422111,0.16792938038690453,0.4092989704389451,0.32592415340143177,0.09729038730233486,0.018604170436429444
1.5577889447236182,0.14400437728590584,0.4054274688798537,0.307615718142507,0.09978692233831908,0.043739338513925086
1.6080402010050252,0.1495187822790713,0.37876122217263897,0.3320551216114321,0.11630586939353231,0.025384440783340526
1.6582914572864322,0.15607639534492992,0.380443931387008,0.3594921208195933,0.09925408840555716,0.027188173459730153
1.7085427135678393,0.12087891892107147,0.37530265655056766,0.3396340828487691,0.11599310893669455,0.026234582171806728
1.7587939698492463,0.11692701184370809,0.38307434676302854,0.3465719332653933,0.1271282911624456,0.022870346773914113
1.8090452261306533,0.0918197908110383,0.36679210663472567,0.36331222589475615,0.14958069237307137,0.02508770551021952
1.8592964824120604,0.09530408190529255,0.3610129557249733,0.3735847118759779,0.1387966409450959,0.017443691946308786
1.9095477386934674,0.10036153805059517,0.36058133403418785,0.367857780192055,0.14620212154467527,0.03915161063752755
1.9597989949748744,0.09783293146378014,0.33467898136477764,0.36241866135035256,0.1433480734782389,0.01816833402154535
2.0100502512562817,0.11327033835851245,0.3599968561873525,0.37511726048606947,0.17791309118104032,0.04282425445803334
2.0603015075376887,0.07681982392576382,0.3166377665600564,0.35962214091175804,0.15251358971793672,0.03170867718244795
2.1105527638190957,0.07268814699037254,0.30071884278138183,0.38696917126057423,0.14988748126210774,0.03430491748140915
2.1608040201005028,0.07715059257213208,0.2930339442441684,0.3843385795906634,0.19190658356527832,0.04762132419407908
2.21105527638191,0.07259197018524483,0.3016828913895853,0.39215711191992,0.18638074984519423,0.03640534243867356
2.261306532663317,0.08021293134156085,0.2949670137665941,0.37875755704124986,0.1991973703843367,0.028258398789870524
2.311557788944724,0.0567608577957133,0.29016302822427226,0.41261463635063717,0.2039375900959426,0.04074180682947649
2.361809045226131,0.06401026034524283,0.275766098271273,0.39152463948935057,0.2177688383370248,0.051760328327351654
2.412060301507538,0.04872740330727567,0.2702613468935244,0.41506678029216826,0.2236442533964253,0.07393363880171458
2.462311557788945,0.0466774162189574,0.2835831124355214,0.41201789222292634,0.2222553644905152,0.049863131396715256
2.512562814070352,0.05979400823900903,0.2779191173639115,0.39710895822419945,0.23199784944905386,0.06123093064243847
2.562814070351759,0.0497385565887674,0.2336578099089963,0.3936266452764466,0.23777236239406074,0.05454252513816146
2.613065326633166,0.045969293128402186,0.2422827677687786,0.41889014771407157,0.2368089558053208,0.07642107142036854
2.663316582914573,0.036750168196881865,0.2438995700904025,0.38180509535453333,0.24513802315682195,0.06132041150973594
2.71356783919598,0.026813672825085694,0.22802978935568455,0.3963489049699865,0.2374053678923462,0.09760725085566144
2.763819095477387,0.031729581445178075,0.20399436519999564,0.4120589635723225,0.267074708353763,0.0898424098265747
2.814070351758794,0.04388056134485669,0.22393872324452854,0.3883659986363672,0.2797395213116632,0.09012697701902454
2.864321608040201,0.019564817138088254,0.20905954875533853,0.3991795280173167,0.26540636643217524,0.08862675600216469
2.9145728643216082,0.027408208086657636,0.20338285836261866,0.38489353222164185,0.28454154259460923,0.09720754578464628
2.9648241206030153,0.03234670907384738,0.20418361085415992,0.39587803672996713,0.28117255712893235,0.09904366995276523
3.0150753768844223,0.03365529153352045,0.1961220746333544,0.3938901789841263,0.3067094567605917,0.1014927497035931
3.0653266331658293,0.024023702922905055,0.16273290147359085,0.39373366328423365,0.30788264618696337,0.11350241046177727
3.1155778894472363,-0.007835816690281959,0.1751312666197629,0.38009974021262005,0.3098747873294425,0.1416916632101937
3.1658291457286434,0.01835227382962636,0.156282819282971,0.36950067883429,0.3250488382548684,0.14223301902662194
3.2160804020100504,0.029520203988542174,0.178492239990269,0.3741155842962964,0.29813784988120257,0.12127282941396034
3.2663316582914574,0.028841170120571358,0.18400418760387047,0.38440058192836507,0.3102148842999588,0.12648453361903167
